Albumn,Artist,Release date,Genre,Label,Meta_Score
Watercolor,Porter Ray,Mar 10 2017,['Rap'],['Sub Pop'],71
Cinderland,High Plains,Mar 10 2017,['Electronic'],['Kranky'],69
Different Creatures,Circa Waves,Mar 10 2017,['Pop/Rock'],['Virgin EMI'],78
Jawbone [Original Motion Picture Soundtrack],Paul Weller,Mar 10 2017,['Pop/Rock'],['Parlophone'],68
Postcards,Pieta Brown,Mar 10 2017,['Pop/Rock'],['Lustre Records'],75
Heart-Shaped Mountain,Ha Ha Tonka,Mar 10 2017,['Country'],['Bloodshot'],78
Cubafonía,Daymé Arocena,Mar 10 2017,['Latin'],['Brownswood'],76
Elektrac,Shobaleader One,Mar 10 2017,['Electronic'],['Warp'],71
Packs,Your Old Droog,Mar 10 2017,['Rap'],['Droog'],81
Ultramega OK [Expanded Reissue],Soundgarden,Mar 10 2017,,['Sub Pop'],78
Captain California,Murs,Mar 10 2017,['Rap'],['Strange Music'],82
Number 1 Angel [Mixtape],Charli XCX,Mar 10 2017,['Pop'],['Atlantic'],73
Runes,Venn,Mar 10 2017,['Pop/Rock'],['Full Time Hobby'],74
Wired,Mallory Knox,Mar 10 2017,['Pop/Rock'],['Search & Destroy'],75
Make It Be,R. Stevie Moore,Mar 10 2017,['Pop/Rock'],"['Bar', 'None Records']",79
Bunker Funk,Damaged Bug,Mar 10 2017,['Pop/Rock'],['Castle Face'],78
Fail You Again,Can't Swim,Mar 10 2017,['Pop/Rock'],['Pure Noise'],78
The French Press [EP],Rolling Blackouts Coastal Fever,Mar 10 2017,['Pop/Rock'],['Sub Pop'],81
Paradise,Jenn Grant,Mar 10 2017,['Pop/Rock'],['Ba Da Bing Records'],67
Bonny Doon,Bonny Doon,Mar 10 2017,['Pop/Rock'],['Salinas Records'],79
Solide Mirage,François & the Atlas Mountains,Mar 3 2017,['Pop/Rock'],"['Domino ', ' Domino Recording Co. Ltd.']",70
English Tapas,Sleaford Mods,Mar 3 2017,['Pop/Rock'],['Rough Trade'],81
World Eater,Blanck Mass,Mar 3 2017,['Electronic'],['Sacred Bones'],81
Preservation,Nadia Reid,Mar 3 2017,['Folk'],['Basin Rock'],84
Last Place,Grandaddy,Mar 3 2017,['Pop/Rock'],['Columbia'],76
Volcano,Temples,Mar 3 2017,['Pop/Rock'],['Fat Possum'],72
Uyai,Ibibio Sound Machine,Mar 3 2017,['Electronic'],['Merge'],84
Moh Lhean,Why?,Mar 3 2017,['Rap'],['Joyful Noise'],76
Golden Eagle,Holly Macve,Mar 3 2017,['Country'],['Bella Union'],77
Divide,Ed Sheeran,Mar 3 2017,['Pop/Rock'],['Atlantic'],62
Voids,Minus the Bear,Mar 3 2017,['Pop/Rock'],['Suicide Squeeze'],64
Sensorimotor,Lusine,Mar 3 2017,['Electronic'],['Ghostly International'],73
The Best of the Dualtone Years,Guy Clark,Mar 3 2017,['Country'],['Dualtone Music'],79
Wild Cat,Danko Jones,Mar 3 2017,['Pop/Rock'],['AFM Records'],74
Everything Is Forgotten,Methyl Ethel,Mar 3 2017,['Pop/Rock'],['4AD'],56
Freedom Is Free,Chicano Batman,Mar 3 2017,['Pop/Rock'],['ATO'],86
The  Night Land,Talaboman,Mar 3 2017,['Electronic'],['R&S'],81
Fantasizing About Being Black,Otis Taylor,Mar 3 2017,[],[],88
Toxic City Music,Evan Caminiti,Mar 3 2017,['Electronic'],['Dust Editions'],80
Pleasure,Sondre Lerche,Mar 3 2017,['Pop/Rock'],['PLZ'],84
No Resolution,Tim Kasher,Mar 3 2017,['Pop/Rock'],['15 Passenger'],76
Pangs,Alasdair Roberts,Feb 24 2017,['Folk'],['Drag City'],83
Flying Microtonal Banana,King Gizzard & the Lizard Wizard,Feb 24 2017,['Pop/Rock'],['ATO'],72
Sick Scenes,Los Campesinos!,Feb 24 2017,['Pop/Rock'],['Wichita'],74
Why Love Now,Pissed Jeans,Feb 24 2017,['Pop/Rock'],['Sub Pop'],76
Crystal Fairy,Crystal Fairy,Feb 24 2017,['Alternative/Indie Rock'],['Ipecac'],80
Burning the Threshold,Six Organs of Admittance,Feb 24 2017,['Pop/Rock'],['Drag City'],82
In Between,The Feelies,Feb 24 2017,['Pop/Rock'],"['Bar', 'None Records']",80
The Tourist,Clap Your Hands Say Yeah,Feb 24 2017,['Pop/Rock'],"['CYHSY, Inc.']",68
Freedom Highway,Rhiannon Giddens,Feb 24 2017,['Folk'],['Nonesuch'],80
Forget,Xiu Xiu,Feb 24 2017,['Pop/Rock'],['Polyvinyl'],78
Impermanence,Peter Silberman,Feb 24 2017,['Pop/Rock'],['Anti-'],78
Graveyard Whistling,Old 97's,Feb 24 2017,['Country'],['ATO'],79
Man vs. Sofa,Sherwood & Pinch,Feb 24 2017,['Electronic'],['On-U Sound'],79
Colliding by Design,Acceptance,Feb 24 2017,['Emo'],['Rise'],86
Atonement,Immolation,Feb 24 2017,['Pop/Rock'],['Nuclear Blast'],82
Sleeping Through the War,All Them Witches,Feb 24 2017,['Pop/Rock'],['New West'],81
Drunk,Thundercat,Feb 24 2017,['R&B'],['Brainfeeder'],80
Nightmare Logic,Power Trip,Feb 24 2017,['Pop/Rock'],['Southern Lord Records'],86
Gang Signs & Prayer,Stormzy,Feb 24 2017,['Rap'],['Warner Music'],82
Common as Light and Love Are Red Valleys of Blood,Sun Kil Moon,Feb 24 2017,['Pop/Rock'],['Caldo Verde Records'],65
The  Breaker,Little Big Town,Feb 24 2017,['Country'],['Capitol'],78
The Bad Testament,Scott H. Biram,Feb 24 2017,['Country'],['Bloodshot'],77
Tears in the Club,Kingdom,Feb 24 2017,['Electronic'],['Fade to Mind'],73
Invocation and Ritual Dance of My Demon Twin,Julie's Haircut,Feb 24 2017,['Pop/Rock'],['Rocket Records'],69
"Oh, Evolution",Sarah Bethe Nelson,Feb 24 2017,['Pop/Rock'],['Burger Records'],75
Book of Changes,Entrance,Feb 24 2017,['Pop/Rock'],['Thrill Jockey'],76
Infinite Worlds,Vagabon,Feb 24 2017,['Pop/Rock'],"['Father', 'Daughter Records']",84
Children of Alice,Children of Alice,Feb 24 2017,['Pop/Rock'],['Warp'],76
The Iceberg,Oddisee,Feb 24 2017,['Rap'],['Mello Music Group'],82
Don't Get Lost,The Brian Jonestown Massacre,Feb 24 2017,['Pop/Rock'],['A Recordings'],76
HNDRXX,Future,Feb 24 2017,['Rap'],['Epic'],78
Youngish American,Dams of the West,Feb 24 2017,['Pop/Rock'],['Columbia'],56
Love in a Time of Madness,José James,Feb 24 2017,['R&B'],['Blue Note'],73
With You Tonight,Summer Moon,Feb 24 2017,['Pop/Rock'],['DTP'],58
NAV,NAV,Feb 24 2017,['Rap'],['XO'],45
Locus,Great Ytene,Feb 24 2017,['Pop/Rock'],['Faux Discx'],71
Offers,NE-HI,Feb 24 2017,['Pop/Rock'],['Grand Jury'],73
Wesley Stace's John Wesley Harding,Wesley Stace,Feb 24 2017,['Folk'],['Yep Roc'],74
Dirty Projectors,Dirty Projectors,Feb 21 2017,['Pop/Rock'],['Domino'],77
Rosebudd's Revenge,Roc Marciano,Feb 21 2017,['Rap'],['Marci Enterprises'],83
Highway Queen,Nikki Lane,Feb 17 2017,['Pop/Rock'],['New West Records'],78
Dumb Blood,Vant,Feb 17 2017,['Pop/Rock'],['Parlophone'],69
Cruel Optimism,Lawrence English,Feb 17 2017,['Electronic'],['Room40'],82
Prisoner,Ryan Adams,Feb 17 2017,['Alt-Country'],['Blue Note'],79
Big Balloon,Dutch Uncles,Feb 17 2017,['Pop/Rock'],['Memphis Industries'],77
Life Will See You Now,Jens Lekman,Feb 17 2017,['Pop/Rock'],['Secretly Canadian'],83
New Spirit,PVT,Feb 17 2017,['Pop/Rock'],['Felte'],75
Silhouette,Aquilo,Feb 17 2017,['Electronic'],['Universal'],70
Hard Love,Strand of Oaks,Feb 17 2017,['Pop/Rock'],['Dead Oceans Records'],69
Notes of Blue,Son Volt,Feb 17 2017,['Country'],['Transmit Sound'],77
Saturday Night,Tim Darcy,Feb 17 2017,['Pop/Rock'],['Jagjaguwar'],72
Terrible Human Beings,The Orwells,Feb 17 2017,['Pop/Rock'],['Atlantic'],68
No Future,Moire,Feb 17 2017,['Electronic'],['Ghostly International'],80
Undying Color,Mind Over Mirrors,Feb 17 2017,['Electronic'],['Paradise of Bachelors'],73
The Incessant,Meat Wave,Feb 17 2017,['Pop/Rock'],['SideOneDummy'],80
Please Be Mine,Molly Burch,Feb 17 2017,['Pop/Rock'],['Captured Tracks'],75
No Home of the Mind,Bing & Ruth,Feb 17 2017,['Ambient'],['4AD'],81
Savage Times,Hanni El Khatib,Feb 17 2017,['Pop/Rock'],['Innovative Leisure'],77
Enter the Kingdom,Frontier Ruckus,Feb 17 2017,['Folk'],['Loose Music'],68
Future,Future,Feb 17 2017,['Rap'],['Epic'],67
The  Chief,Jidenna,Feb 17 2017,['Pop'],['Epic'],73
Field of Love,Mozart's Sister,Feb 17 2017,['Pop/Rock'],['Arbutus Records'],70
The Courtneys II,The Courtneys,Feb 17 2017,['Pop/Rock'],['Flying Nun'],75
An Act of Love,Earthen Sea,Feb 17 2017,['Electronic'],['Kranky'],79
Circle/Triangle,London O'Connor,Feb 17 2017,['Rap'],['True Panther Sounds'],83
Windy City,Alison Krauss,Feb 17 2017,['Country'],['Capitol'],69
Chalice Hymnal,Grails,Feb 17 2017,['Pop/Rock'],['Temporary Residence'],78
Plata o Plomo,Fat Joe,Feb 17 2017,['Rap'],['Empire'],66
Be OK,Deep Throat Choir,Feb 17 2017,['Vocal'],['Bella Union'],77
Fabric 92,Call Super,Feb 17 2017,['Electronic'],['Fabric'],83
A Thousand Skies,Clap! Clap!,Feb 17 2017,['Electronic'],['Black Acre'],76
Reassemblage,Visible Cloaks,Feb 17 2017,['Electronic'],['RVNG Intl.'],80
I'm Only Dreaming,Eisley,Feb 17 2017,['Pop/Rock'],['Equal Vision'],72
New Order Presents Be Music,Various Artists,Feb 17 2017,['Pop/Rock'],['Factory Benelux'],78
Human,Rag 'n' Bone Man,Feb 10 2017,['Pop/Rock'],['Columbia'],64
Pink Sunset for No One,Noveller,Feb 10 2017,['Pop/Rock'],['Fire Records'],69
Elwan,Tinariwen,Feb 10 2017,['International'],['Epitaph'],86
Themes for Dying Earth,Teen Daze,Feb 10 2017,['Pop/Rock'],['FLORA'],76
Memories Are Now,Jesca Hoop,Feb 10 2017,['Pop/Rock'],['Sub Pop'],83
Bobby Fuller Died for Your Sins,Chuck Prophet,Feb 10 2017,['Pop/Rock'],['Yep Roc'],80
Heba,Lowly,Feb 10 2017,['Pop/Rock'],['Bella Union'],79
Northern Passages,The Sadies,Feb 10 2017,['Pop/Rock'],['Yep Roc'],81
II,Vermont,Feb 10 2017,['Pop/Rock'],['Kompakt'],72
Temple of I & I,Thievery Corporation,Feb 10 2017,['Electronic'],['Eighteenth Street'],65
Life & Livin' It,Sinkane,Feb 10 2017,['Soul'],['City Slang'],74
Drogas Light,Lupe Fiasco,Feb 10 2017,['Rap'],['Thirty Tigers'],56
Backlash,Black Joe Lewis & the Honeybears,Feb 10 2017,['Pop/Rock'],['Black Joe Lewis'],72
Zombies on Broadway,Andrew McMahon in the Wilderness,Feb 10 2017,['Pop/Rock'],['Vanguard'],74
Unfold,The Necks,Feb 10 2017,['Pop/Rock'],['Ideologic Organ'],79
The  Salted Air,Nadine Khouri,Feb 10 2017,['Pop/Rock'],['One Flash'],75
Hit the Light,Ten Fé,Feb 10 2017,['Pop/Rock'],['PIAS'],67
Alice,Meatbodies,Feb 10 2017,['Pop/Rock'],['In the Red Records'],75
Soul Sick,Sallie Ford,Feb 10 2017,['Americana'],['Vanguard'],72
A Big Bad Beautiful Noise,The Godfathers,Feb 10 2017,['Pop/Rock'],['Metropolis'],78
Blackfield V,Blackfield,Feb 10 2017,['Pop/Rock'],['Kscope'],67
Impressions,Tall Ships,Feb 10 2017,['Pop/Rock'],['FatCat Records'],81
The Grinding Wheel,Overkill,Feb 10 2017,['Pop/Rock'],['Nuclear Blast'],71
Bury Me In Philly,Dave Hause,Feb 3 2017,['Pop/Rock'],['Rise Records'],77
Little Fictions,Elbow,Feb 3 2017,['Pop/Rock'],['Concord'],80
Garden of Ashes,Duke Garwood,Feb 3 2017,['Pop/Rock'],['Heavenly'],79
Process,Sampha,Feb 3 2017,['Electronic'],['Young Turks'],86
"Occult Architecture, Vol. 1",Moon Duo,Feb 3 2017,['Pop/Rock'],['Sacred Bones'],72
T2: Trainspotting [Original Motion Picture Soundtrack],Original Soundtrack,Feb 3 2017,['Electronic'],['Polydor'],80
Snowdonia,Surfer Blood,Feb 3 2017,['Pop/Rock'],['Joyful Noise'],67
After the Party,The Menzingers,Feb 3 2017,['Punk'],['Epitaph'],80
Big Machine,Eliza Carthy,Feb 3 2017,['Folk'],['Topic'],82
Sports,Fufanu,Feb 3 2017,['Pop/Rock'],['One Little Indian'],61
Sound the Alarm [EP],Less Than Jake,Feb 3 2017,['Pop/Rock'],['Pure Noise'],65
Heavy Fire,Black Star Riders,Feb 3 2017,['Pop/Rock'],['Nuclear Blast'],84
Crossover Ministry,Iron Reagan,Feb 3 2017,['Pop/Rock'],['Relapse Records'],72
Fresh Air,Homeshake,Feb 3 2017,['Pop/Rock'],['Captured Tracks'],76
I Decided.,Big Sean,Feb 3 2017,['Rap'],['Def Jam'],67
Microclimate,Porcelain Raft,Feb 3 2017,['Pop/Rock'],['Volcanic Field'],76
Blue,Communions,Feb 3 2017,['Pop/Rock'],['Fat Possum'],70
Fin,Syd,Feb 3 2017,['R&B'],['Columbia'],81
My Foolish Heart,Ralph Towner,Feb 3 2017,['Classical'],['ECM'],76
Heavy Meta,Ron Gallo,Feb 3 2017,['Pop/Rock'],['New West'],72
Safe in Sound,Lower Than Atlantis,Feb 3 2017,['Pop/Rock'],['Easy Life Records'],74
New Gen,New Gen,Feb 3 2017,['Electronic'],['XL'],74
"Pure, Beyond Reproach",Egyptrixx,Jan 27 2017,['Electronic'],['Halocline Records'],71
Not Even Happiness,Julie Byrne,Jan 27 2017,['Pop/Rock'],['Ba Da Bing Records'],82
Life Without Sound,Cloud Nothings,Jan 27 2017,['Pop/Rock'],['Carpark Records'],79
Trials & Truths,Horse Thief,Jan 27 2017,['Pop/Rock'],['Bella Union'],62
Hey Mr Ferryman,Mark Eitzel,Jan 27 2017,['Pop/Rock'],['Merge'],80
The Starless Room,James Johnston,Jan 27 2017,['Pop/Rock'],['Clouds Hill'],76
Closure,Piano Magic,Jan 27 2017,['Pop/Rock'],['Second Language'],81
Near to the Wild Heart of Life,Japandroids,Jan 27 2017,['Pop/Rock'],['Anti-'],79
Lemon Memory,Menace Beach,Jan 27 2017,['Pop/Rock'],['Memphis Industries'],67
The Pace of the Passing,Toothless,Jan 27 2017,['Pop/Rock'],['Island'],67
Ty Segall (2017),Ty Segall,Jan 27 2017,['Pop/Rock'],['Drag City'],82
Strike a Match,Sacred Paws,Jan 27 2017,['Pop/Rock'],['Rock Action'],81
Return to Ommadawn,Mike Oldfield,Jan 27 2017,['New Age'],['Virgin EMI'],64
Tourist in This Town,Allison Crutchfield,Jan 27 2017,['Pop/Rock'],['Merge'],82
Stitch of the World,Tift Merritt,Jan 27 2017,['Pop/Rock'],['Yep Roc'],77
Live in Paris,Sleater-Kinney,Jan 27 2017,['Pop/Rock'],['Sub Pop'],83
Nothing Feels Natural,Priests,Jan 27 2017,['Pop/Rock'],['Revolver Music'],83
Borders,Emptyset,Jan 27 2017,['Electronic'],['Thrill Jockey'],81
Jardín,Gabriel Garzón-Montano,Jan 27 2017,['R&B'],['Stones Throw'],81
Orchestral Variations,Minor Victories,Jan 27 2017,['Pop/Rock'],['Fat Possum'],73
SweetSexySavage,Kehlani,Jan 27 2017,['R&B'],['Atlantic'],76
Myths 002 [EP],Ariel Pink,Jan 27 2017,['Pop/Rock'],['Mexican Summer'],70
C U L T U R E,Migos,Jan 27 2017,['Rap'],['Quality Control'],79
This Is Steve,Delicate Steve,Jan 27 2017,['Pop/Rock'],"['Anti- ', ' Epitaph']",67
Lines,Charlie Cunningham,Jan 27 2017,['Pop/Rock'],['Dumont Dumont'],70
Max Richter: Three Worlds – Music from Woolf Works,Max Richter,Jan 27 2017,['Electronic'],['DG Deutsche Grammophon'],81
Changer,Fred Thomas,Jan 27 2017,['Pop/Rock'],['Polyvinyl'],74
Love in Beats,Omar,Jan 27 2017,['R&B'],['!K7'],81
Gods of Violence,Kreator,Jan 27 2017,['Pop/Rock'],['Nuclear Blast'],73
Prick of the Litter,Delbert McClinton,Jan 27 2017,['Jazz'],['Hot Shot'],80
All These Countless Nights,Deaf Havana,Jan 27 2017,['Pop/Rock'],['So Recordings'],73
Chris Thile & Brad Mehldau,Chris Thile,Jan 27 2017,['Progressive Bluegrass'],['Nonesuch'],78
South Texas Suite [EP],Whitney Rose,Jan 27 2017,['Country'],['Six Shooter Records'],76
DJ-Kicks,Matthew Dear,Jan 27 2017,['Electronic'],['!K7'],82
Umbrella Weather,Led Bib,Jan 27 2017,['Jazz'],['RareNoise Records'],77
The Trigger Complex,T.S.O.L.,Jan 27 2017,['Pop/Rock'],['Rise Records'],67
Reverse,Richard Pinhas,Jan 27 2017,['Electronic'],['Bureau B'],81
Close Your Eyes,Bic Runga,Jan 27 2017,['Pop/Rock'],['Wild Combinations'],56
Wilderness,Coldharbourstores,Jan 27 2017,['Pop/Rock'],['Enraptured Records'],77
I Go Back Home,Jimmy Scott,Jan 27 2017,['Jazz'],['Eden River Records'],71
Talk About That,John Mayall,Jan 27 2017,['Blues'],['Forty Below Records'],70
"Chill, Dummy",P.O.S,Jan 27 2017,['Rap'],['Doomtree Records'],83
The Universe and Me,Tobin Sprout,Jan 27 2017,['Pop/Rock'],['Burger Records'],78
Piano Song,Matthew Shipp,Jan 27 2017,['Jazz'],['Thirsty Ear'],77
Lose My Cool,Ronika,Jan 20 2017,['Pop/Rock'],[],77
Intoxicated Women,Mick Harvey,Jan 20 2017,['Pop/Rock'],['Mute'],79
Epoch,Tycho,Jan 20 2017,['Electronic'],['Ghostly International'],76
Future Politics,Austra,Jan 20 2017,['Pop/Rock'],['Domino'],74
Hang,Foxygen,Jan 20 2017,['Pop/Rock'],['Jagjaguwar'],76
Voyager,Vitalic,Jan 20 2017,['Electronic'],['Caroline International'],68
AFI (The Blood Album),AFI,Jan 20 2017,['Pop/Rock'],['Concord'],77
50,Michael Chapman,Jan 20 2017,['Pop/Rock'],['Paradise of Bachelors'],82
Foxhole,The Proper Ornaments,Jan 20 2017,['Pop/Rock'],['Slumberland'],69
A Shadow in Time,William Basinski,Jan 20 2017,['Electronic'],['Temporary Residence'],84
Modern Ruin,Frank Carter & the Rattlesnakes,Jan 20 2017,['Pop/Rock'],['International Death Cult'],74
He's Got the Whole This Land Is Your Land in His Hands,Joan of Arc,Jan 20 2017,['Pop/Rock'],['Joyful Noise'],60
Stellular,Rose Elinor Dougall,Jan 20 2017,['Pop/Rock'],['Vermilion Records'],80
Apocalipstick,Cherry Glazerr,Jan 20 2017,['Pop/Rock'],['Secretly Canadian'],76
Embers,Throwing Snow,Jan 20 2017,['Electronic'],['Houndstooth'],75
Music to Draw To: Satellite,Kid Koala,Jan 20 2017,['Electronic'],['Arts & Crafts'],74
Yesterday's Gone,Loyle Carner,Jan 20 2017,['Rap'],['Virgin EMI'],84
"Pas Pire Pop, I Love You So Much",Avec le Soleil Sortant de Sa Bouche,Jan 20 2017,['Pop/Rock'],['Constellation'],78
Feed the Rats,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Jan 20 2017,['Pop/Rock'],['Rocket Recordings'],72
Wake in Fright,Uniform,Jan 20 2017,['Industrial'],['Sacred Bones'],80
Anything Could Happen,Bash & Pop,Jan 20 2017,['Pop/Rock'],['Fat Possum'],74
Love If Possible,Shintaro Sakamoto,Jan 20 2017,['Pop/Rock'],['Zelone Records'],76
Iris [Original Motion Picture Soundtrack],A Winged Victory for the Sullen,Jan 13 2017,['Electronic'],['Erased Tapes'],74
Oczy Mlody,The Flaming Lips,Jan 13 2017,['Pop/Rock'],['Warner Bros.'],69
I See You,The xx,Jan 13 2017,['Pop/Rock'],['Young Turks'],85
Rennen,Sohn,Jan 13 2017,['Electronic'],['4AD'],67
Mechanism,Soft Error,Jan 13 2017,['Electronic'],['Village Green'],61
"Gentlewoman, Ruby Man",Flo Morrissey,Jan 13 2017,['Pop/Rock'],['Glassnote Entertainment Group'],73
Migration,Bonobo,Jan 13 2017,['Electronic'],['Ninja Tune'],77
Graveyard of Good Times,Brandon Can't Dance,Jan 13 2017,['Pop/Rock'],['Lucky Number'],64
Machine Messiah,Sepultura,Jan 13 2017,['Pop/Rock'],['Nuclear Blast'],76
Forever,Code Orange,Jan 13 2017,['Pop/Rock'],['Roadrunner Records'],87
Hear the Lions Roar,Half Japanese,Jan 13 2017,['Pop/Rock'],['Fire Records'],73
Godfather,Wiley,Jan 13 2017,['Electronic'],['Wiley'],84
Lonely Planet,Tornado Wallace,Jan 13 2017,['Pop/Rock'],['Running Back'],78
America’s Velvet Glory,The Molochs,Jan 13 2017,['Pop/Rock'],['Innovative Leisure'],72
Trust Me [EP],Mr. Tophat,Jan 13 2017,['Electronic'],['Smalltown Supersound'],72
Hot Coffey in the D: Burnin' at Morey Baker's Showplace Lounge,Dennis Coffey,Jan 13 2017,['Jazz'],['Resonance'],78
Up and Coming,John Abercrombie Quartet,Jan 13 2017,['Jazz'],['ECM'],80
Feel Your Feelings Fool!,The Regrettes,Jan 13 2017,['Pop/Rock'],['Warner Bros.'],82
"Welcome, Stranger!",The Blue Aeroplanes,Jan 6 2017,['Pop/Rock'],[],77
11 Short Stories Of Pain & Glory,Dropkick Murphys,Jan 6 2017,['Pop/Rock'],['Dropkick Murphys'],76
Youth Is Only Ever Fun in Retrospect,Sundara Karma,Jan 6 2017,['Pop/Rock'],['Sony Music'],67
Echolocation,Gone Is Gone,Jan 6 2017,['Pop/Rock'],['Rise'],66
Night People,You Me at Six,Jan 6 2017,['Pop/Rock'],['BMG'],67
Reflection,Brian Eno,Jan 1 2017,['Electronic'],['Warp'],75
Sex Swing,Sex Swing,Dec 30 2016,['Pop/Rock'],['The Quietus Phonographic Corporation'],75
"Passion, Pain & Demon Slayin'",Kid Cudi,Dec 28 2016,['Rap'],['Republic'],70
Run the Jewels 3,Run the Jewels,Dec 25 2016,['Rap'],"['Mass Appeal ', ' RED Music Solutions']",88
Fireplace: TheNotTheOtherSide,Hodgy,Dec 23 2016,['Rap'],['Odd Future'],69
Not the Actual Events [EP],Nine Inch Nails,Dec 23 2016,['Pop/Rock'],['The Null Corporation'],74
Stillness In Wonderland,Little Simz,Dec 16 2016,['Rap'],['Age 101'],84
Africa Express Presents: The Orchestra of Syrian Musicians [Live],The Orchestra of Syrian Musicians,Dec 16 2016,['International'],['Transgressive'],78
London Fog 1966 [Live] [Box Set],The Doors,Dec 16 2016,['Contemporary Pop/Rock'],['Rhino'],63
The Return of East Atlanta Santa,Gucci Mane,Dec 16 2016,['Rap'],['Atlantic'],70
Jackie [Original Motion Picture Soundtrack],Mica Levi,Dec 16 2016,['Classical'],['Milan'],76
New Start,Taso,Dec 16 2016,['Electronic'],['Teklife'],79
Do What Thou Wilt.,Ab-Soul,Dec 9 2016,['Rap'],['Top Dawg'],64
Peace Trail,Neil Young,Dec 9 2016,['Pop/Rock'],['Reprise'],57
Singles: The Definitive 45's Collection,Sun Ra,Dec 9 2016,['Jazz'],['Strut'],95
The Colorist & Emiliana Torrini [Live],Emilíana Torrini,Dec 9 2016,['Pop/Rock'],['Rough Trade'],73
The Rest Is Scenery,Richard Youngs,Dec 9 2016,['Pop/Rock'],['Glass Records Redux'],72
4 Your Eyez Only,J. Cole,Dec 9 2016,['Rap'],['Dreamville'],75
Action Time Vision: A Story of Independent U.K. Punk 1976-1979 [Box Set],Various Artists,Dec 9 2016,['Punk'],['Cherry Red'],85
Fabric 91,Nina Kraviz,Dec 9 2016,['Electronic'],['Fabric'],81
Valuables,Enemies,Dec 9 2016,['Pop/Rock'],['Topshelf Recordings'],82
Valere Aude,Romans,Dec 9 2016,['Pop/Rock'],['The Bunker New York'],81
Real Britannia,Ultrasound,Dec 2 2016,['Indie'],[],80
Oxygene 3,Jean Michel Jarre,Dec 2 2016,['Electronic'],['Sony'],65
Before the Dawn [Live],Kate Bush,Dec 2 2016,['Pop/Rock'],['Concord'],84
Blue and Lonesome,The Rolling Stones,Dec 2 2016,['Pop/Rock'],['Interscope'],82
Hamburg Demonstrations,Peter Doherty,Dec 2 2016,['Pop/Rock'],['BMG'],67
Darkness and Light,John Legend,Dec 2 2016,['R&B'],['Columbia'],76
"""Awaken, My Love!""",Childish Gambino,Dec 2 2016,['Rap'],['Glassnote Entertainment Group'],77
The Hamilton Mixtape,Various Artists,Dec 2 2016,['Stage & Screen'],['Atlantic'],77
W:/2016ALBUM/,Deadmau5,Dec 2 2016,['Electronic'],['Kobalt'],63
Vagabond Saint,Angelina,Dec 2 2016,['Electronic'],['Wonderfulsound'],84
"Someday, Buddy",The Trouble with Templeton,Dec 2 2016,['Pop/Rock'],['Bella Union'],63
Wonderland,Demdike Stare,Dec 2 2016,['Electronic'],['Modern Love'],81
Don't Smoke Rock,Smoke DZA,Dec 2 2016,['Rap'],['iHipHop'],81
Live at Brixton,Public Service Broadcasting,Dec 2 2016,['Pop/Rock'],['Test Card'],82
Young Death/Nightmarket [EP],Burial,Nov 30 2016,['Electronic'],['Hyperdub'],72
This Girl's in Love (A Bacharach & David Songbook),Rumer,Nov 25 2016,['Pop/Rock'],['Rhino'],71
Boots No 1: The Official Revival Bootleg,Gillian Welch,Nov 25 2016,['Folk'],['Acony Records'],79
Ship of Fools,Elephant Stone,Nov 25 2016,['Pop/Rock'],['Burger Records'],66
Häxan,Dungen,Nov 25 2016,['Pop/Rock'],['Mexican Summer'],76
Starboy,The Weeknd,Nov 25 2016,['R&B'],['Republic'],67
Gunslinger,Garth Brooks,Nov 25 2016,['Country'],['Pearl'],65
Night Driver,Busted,Nov 25 2016,['Pop/Rock'],"['East West ', ' EastWest ', ' Rhino']",70
Remain Calm,Mica Levi,Nov 25 2016,['Electronic'],['Slip'],76
Future Standards,Howe Gelb,Nov 25 2016,['Jazz'],['Fire America'],72
